work_ID,work_species,work_author,trait_value_1.2.2,trait_value_1.6.3,trait_value_3.2.3,trait_value_4.1.3,agreement_1.2.2,cv_1.6.3,cv_3.2.3,cv_4.1.3,n_1.2.2,n_1.6.3,n_3.2.3,n_4.1.3,references_1.2.2,references_1.6.3,references_3.2.3,references_4.1.3
105865,Monnina cardiocarpa,A.St.-Hil. & Moq.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10222",NA,NA,NA
105867,Pavonia apiculata,R.E.Fr.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10222,10262",NA,NA,NA
105868,Pavonia pabstii,Krapov. & Cristóbal,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10262",NA,NA,NA
105869,Pombalia oppositifolia,(L.) Paula-Souza,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10262",NA,NA,NA
105870,Staelia juarezii,E.L.Cabral & Salas,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105871,Tillandsia diaguitensis,A.Cast.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105874,Abutilon thyrsodendron,Griseb.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105877,Acalypha amblyodonta,(Müll.Arg.) Müll.Arg.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10262",NA,NA,NA
105878,Acalypha brasiliensis,Müll.Arg.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10336,10262,10350",NA,NA,NA
105881,Acianthera herzogii,(Schltr.) Baumbach,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105882,Acianthera crinita,(Barb.Rodr.) Pridgeon & M.W.Chase,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10262",NA,NA,NA
105883,Adesmia arenicola,(R.E.Fr.) Burkart,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105884,Adesmia friesii,Burkart ex Ulibarri,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105885,Adesmia pumahuasiana,Ulibarri,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105886,Ageratina tenuis,(R.E.Fr.) R.M.King & H.Rob.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105887,Aldama mollis,(Griseb.) E.E.Schill. & Panero,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105888,Alopecurus hitchcockii,Parodi,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105889,Alsophila odonelliana,(Alston) Lehnert,tree,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,"10218,10246",NA,NA,NA
105890,Alternanthera altacruzensis,Suess.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105891,Alternanthera microphylla,R.E.Fr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105892,Alvaradoa subovata,Cronquist,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10246,10218",NA,NA,NA
105893,Amaranthus asplundii,Thell.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10220",NA,NA,NA
105894,Amaranthus kloosianus,Hunz.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105895,Amaranthus pedersenianus,N.Bayón & C.Peláez,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105896,Amicia andicola,(Griseb.) Harms,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105897,Amicia fimbriata,Harms,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105898,Anacampseros vulcanensis,Añon,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105899,Stipa bomanii,Hauman,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105900,Anatherostipa brevis,(Torres) Peñail.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105901,Stipa henrardiana,Parodi,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
105902,Stipa obtusa,(Nees & Meyen) Hitchc.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105904,Anthaenantiopsis fiebrigii,Parodi,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10262",NA,NA,NA
105905,Trihesperus glaucus,(Ruiz & Pav.) Herb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105906,Anthericum hickenianum,Poelln.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105907,Anthericum volcanense,Ravenna,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105908,Aphelandra hieronymi,Griseb.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105909,Aphyllocladus spartioides,Wedd.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105911,Arachis monticola,Krapov. & Rigoni,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105912,Aristida antoniana,Steud. ex Döll,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105913,Aristida asplundii,Henrard,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10220",NA,NA,NA
105914,Aristida laxa,Cav.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10220,10250,10223",NA,NA,NA
105915,Aristida nicorae,Sulekic,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105916,Aristida parodii,Henrard,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105917,Aristida pedroensis,Henrard,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105918,Aristida pubescens,E.A.Sánchez,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
105919,Asclepias barjoniifolia,E.Fourn.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105920,Aspicarpa schininii,W.R.Anderson,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10222",NA,NA,NA
105921,Asteriscium glaucum,Hieron. & H.Wolff,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105922,Astragalus asplundii,I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105923,Astragalus crymophilus,I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105924,Astragalus crypticus,I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105925,Astragalus diminutivus,(Phil.) Gómez-Sosa,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105926,Astragalus fabrisii,Gómez-Sosa,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105927,Astragalus hypsogenus,I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105928,Astragalus minimus,Vogel,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105929,Astragalus punae,I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105930,Astragalus tacorensis,Gómez-Sosa,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105931,Astragalus weddellianus,(Kuntze) I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105932,Astragalus werdermannii,I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105933,Atriplex nitrophiloides,A.Soriano ex Múlgura,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105934,Austrocylindropuntia shaferi,(Britton & Rose) Backeb.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105935,Austrocylindropuntia vestita,(Salm-Dyck) Backeb.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105936,Austropeucedanum oreopansil,(Griseb.) Mathias & Constance,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105938,Ayapanopsis tucumanensis,(Lillo & B.L.Rob.) R.M.King & H.Rob.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105939,Baccharis capitalensis,Heering,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105940,Baccharis petrophila,R.E.Fr.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105942,Balbisia integrifolia,R.Knuth,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105943,Barbaceniopsis boliviensis,(Baker) L.B.Sm.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105944,Barbaceniopsis humahuaquensis,Noher,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105945,Barnadesia odorata,Griseb.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10246",NA,NA,NA
105948,Begonia boliviensis,A.DC.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10250",NA,NA,NA
105949,Begonia rubricaulis,Hook.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105950,Begonia sleumeri,L.B.Sm. & B.G.Schub.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
105951,Berberis jobii,Orsi,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,-10233",NA,NA,NA
105952,Berberis jujuyensis,Job,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105953,Bidens mandonii,(Sherff) Cabrera,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105954,Blechnum moritzianum,(Klotzsch) Hieron.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105955,Bowlesia hieronymusii,H.Wolff,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105956,Brachystele chlorops,(Rchb.f.) Schltr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10193",NA,NA,NA
105957,Bromus modestus,Renvoize,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105959,Buddleja aromatica,J.Rémy,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105960,Buddleja hieronymi,R.E.Fr.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105963,Caiophora hibiscifolia,(Griseb.) Urb. & Gilg,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105964,Calceolaria elatior,Griseb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105966,Calceolaria tucumana,Descole,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105967,Campuloclinium hickenii,(Cabrera & Vittet) R.M.King & H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105968,Campyloneurum tucumanense,(Hieron.) Ching,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105970,Mastigostyla venturii,(R.C.Foster) Ravenna,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
105971,Carex crassiflora,Kük.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105972,Carex hypsipedos,C.B.Clarke,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223,10193",NA,NA,NA
105973,Carex subandrogyna,G.A.Wheeler & Guagl.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10193",NA,NA,NA
105974,Cascaronia astragalina,Griseb.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10246,10218",NA,NA,NA
105975,Cedrela saltensis,M.A.Zapater & del Castillo,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10246,10350",NA,NA,NA
105977,Cerastium kunthii,Briq.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10220,10250",NA,NA,NA
105982,Chenopodium pallidicaule,Aellen,herb,0.6,NA,NA,1,NA,NA,NA,1,1,NA,NA,"+10060,10218,10223",10199,NA,NA
105983,Chersodoma candida,Phil.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105986,Chloraea cogniauxii,Hauman,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105987,Chloraea subpandurata,Hauman,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105988,Chloroleucon foliolosum,(Benth.) G.P.Lewis,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10336,10218",NA,NA,NA
105989,Chromolaena toldensis,(Hieron.) R.M.King & H.Rob.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105990,Chromolaena tunariensis,(Hieron.) R.M.King & H.Rob.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105991,Chuquiraga acanthophylla,Wedd.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105992,Chusquea deficiens,Parodi,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
105993,Citharexylum andinum,Moldenke,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105994,Cleistocactus hyalacanthus,(K.Schum.) Rol.-Goss.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
105995,Clinanthus humilis,(Herb.) Meerow,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
105996,Coccoloba tiliacea,Lindau,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10246,10218",NA,NA,NA
105997,Cordia saccellia,Gottschling & J.S.Mill.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10223,10218,10246",NA,NA,NA
105998,Cranichis candida,(Barb.Rodr.) Cogn.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10222,10262",NA,NA,NA
105999,Cranichis castellanosii,L.O.Williams,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
106000,Cranichis ciliata,Kunth,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10219,10220,10250,10223",NA,NA,NA
106001,Cremolobus chilensis,(Lag. ex DC.) DC.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
106002,Critonia arachnoidea,(Legname) R.M.King & H.Rob.,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10246",NA,NA,NA
106003,Croton saltensis,Griseb.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106005,Cuscuta parodiana,Yunck.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"10223,+10060",NA,NA,NA
106008,Cyclopogon calophyllus,(Barb.Rodr.) Barb.Rodr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10262,10193",NA,NA,NA
106009,Cypella elegans,Speg.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106010,Dactylaena pauciflora,Griseb.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106011,Danthonia annableae,P.M.Peterson & Rúgolo,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10193",NA,NA,NA
106012,Dasyphyllum armatum,(J.Kost.) Cabrera,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106013,Dasyphyllum inerme,(Rusby) Cabrera,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106026,Dicliptera cabrerae,C.Ezcurra,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106027,Dicliptera jujuyensis,Lindau ex R.E.Fr.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106028,Dictyophragmus punensis,(Romanczuk) I.A.Al-Shehbaz,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106030,Dimerostemma apense,(Chodat) M.D.Moraes,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10222",NA,NA,NA
106033,Dioscorea × monandra,Hauman,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,-10233,NA,NA,NA
106037,Dolichandra chodatii,(Hassl.) L.G.Lohmann,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106038,Dysphania venturii,(Aellen) Mosyakin & Clemants,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106040,Echeveria peruviana,Meyen,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
106041,Echinochloa chacoensis,Michael ex Renvoize,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106043,Echinopsis ancistrophora,Speg.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106044,Elaphoglossum sellowianum,(C.Presl) T.Moore,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10250,10262",NA,NA,NA
106045,Eleocharis lechleri,Boeckeler,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10220",NA,NA,NA
106046,Eleocharis tucumanensis,Barros,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106047,Eleutherine latifolia,(Standl. & L.O.Williams) Ravenna,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10193",NA,NA,NA
106048,Encyclia argentinensis,(Speg.) Hoehne,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10262",NA,NA,NA
106049,Ennealophus fimbriatus,Ravenna,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106050,Ennealophus simplex,(Ravenna) Roitman & J.A.Castillo,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
106051,Epidendrum samaipatense,Dodson & R.Vásquez,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106052,Eragrostis andicola,R.E.Fr.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
106053,Erigeron lanceolatus,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
106054,Erigeron rosulatus,Wedd.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
106055,Eryngium glossophyllum,H.Wolff,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106058,Euphorbia hinkleyorum,I.M.Johnst.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10193",NA,NA,NA
106059,Exhalimolobos burkartii,(Romanczuk & Boelcke) Al-Shehbaz & C.D.Bailey,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106060,Facelis plumosa,Sch.Bip.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
106061,Festuca humilior,Nees & Meyen,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10223",NA,NA,NA
106062,Festuca distichovaginata,Pilg.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10223",NA,NA,NA
106063,Festuca hypsophila,Phil.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106064,Festuca nemoralis,Türpe,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106065,Festuca superba,Parodi ex Türpe,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106066,Festuca ulochaeta,Steud.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10250,10262,10223",NA,NA,NA
106068,Festuca yalaensis,Joch.Müll. & Catalán,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106069,Flourensia macroligulata,Seeligm.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106070,Flourensia suffrutescens,S.F.Blake,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106072,Galium gracilicaule,Bacigalupo & Ehrend.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106073,Galium plumosum,Rusby,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106074,Gamochaeta deserticola,Cabrera,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106075,Gaya purpurea,Krapov.,subshrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106076,Gentianella cabrerae,(Fabris) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106077,Gentianella fiebrigii,(Gilg) Holub,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106078,Gentianella gageoides,(Gilg) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106079,Gentianella helianthemoides,(Gilg) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106080,Gentianella hieronymi,(Gilg) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106081,Gentianella meyeniana,(Griseb.) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10223",NA,NA,NA
106082,Gentianella multiflora,(Griseb.) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106083,Gentianella myriantha,(Gilg) Holub,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106084,Gentianella oranensis,(Fabris) Filippa & Barboza,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106085,Gentianella pseudocrassula,(Gilg) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106086,Gentianella punensis,(Fabris) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106087,Gentianella tubulosa,(Gilg) Fabris,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106089,Gochnatia cardenasii,S.F.Blake,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106090,Gomesa viperina,(Lindl.) M.W.Chase & N.H.Williams,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,+10060,NA,NA,NA
106091,Gunnera apiculata,Schindl.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106092,Gunnera schindleri,L.E.Mora,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,10193",NA,NA,NA
106095,Halenia hieronymi,Gilg,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106096,Handroanthus lapacho,(K.Schum.) S.O.Grose,tree,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218,-10233,10246",NA,NA,NA
106097,Heimia montana,(Griseb.) Lillo,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106098,Heliotropium abbreviatum,Rusby,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106099,Helogyne tacaquirensis,Hieron.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106100,Herbertia tigridioides,(Hicken) Goldblatt,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106101,Herniaria austroamericana,Chaudhri & Rutish.,herb,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
106102,Heterophyllaea pustulata,Hook.f.,shrub,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,"+10060,10218",NA,NA,NA
